-3.34 	 39.14 	 -18.35  
-1.27 	 -72.41 	 -16.78  
36.27 	 -14.99 	 -22.13  
-42.54 	 -16.05 	 -23.32  
-2.417182e+00 	 -1.708379e+01 	 6.347000e+01 
-3.047857e+00 	 4.391632e+01 	 -7.385732e+00 
-2.763979e+00 	 4.691675e+01 	 5.245097e+00 
-4.608146e+00 	 4.547586e+01 	 1.664214e+01 
-3.301331e+00 	 4.183172e+01 	 2.745367e+01 
-3.011845e+00 	 3.612196e+01 	 3.854718e+01 
-3.908195e+00 	 2.745931e+01 	 4.696894e+01 
-3.684759e+00 	 1.760025e+01 	 5.397825e+01 
-4.138741e+00 	 6.654440e+00 	 5.923452e+01 
-2.621241e+00 	 -5.941004e+00 	 6.220485e+01 
-1.727241e+00 	 -3.048943e+01 	 6.418284e+01 
-8.566577e-01 	 -4.194598e+01 	 6.254350e+01 
-2.594356e+00 	 -5.362972e+01 	 5.717582e+01 
-1.666491e+00 	 -6.150495e+01 	 5.036055e+01 
-6.570309e-01 	 -6.886834e+01 	 4.036300e+01 
-2.149241e+00 	 -7.450020e+01 	 2.894189e+01 
-2.129267e+00 	 -7.870860e+01 	 1.742618e+01 
-1.526045e+00 	 -7.958087e+01 	 5.991691e+00 
-1.278018e+00 	 -7.808321e+01 	 -4.929077e+00 
-4.258751e+01 	 -1.652414e+01 	 -1.091822e+01 
-4.516133e+01 	 -1.550222e+01 	 3.593727e-01 
-4.641076e+01 	 -1.745191e+01 	 1.129901e+01 
-4.685935e+01 	 -1.791487e+01 	 2.306270e+01 
-4.594479e+01 	 -1.845959e+01 	 3.335605e+01 
-4.126067e+01 	 -1.684705e+01 	 4.407769e+01 
-3.500199e+01 	 -1.816124e+01 	 5.210775e+01 
-2.584737e+01 	 -1.709918e+01 	 5.977352e+01 
-1.454049e+01 	 -1.638653e+01 	 6.391596e+01 
7.117204e+00 	 -1.729036e+01 	 6.443289e+01 
1.954944e+01 	 -1.808685e+01 	 6.103766e+01 
2.910220e+01 	 -1.601224e+01 	 5.447405e+01 
3.625639e+01 	 -1.614417e+01 	 4.665913e+01 
4.142463e+01 	 -1.704733e+01 	 3.639658e+01 
4.257516e+01 	 -1.662550e+01 	 2.394012e+01 
4.175823e+01 	 -1.474498e+01 	 1.320736e+01 
4.134689e+01 	 -1.543061e+01 	 1.567534e+00 
3.885294e+01 	 -1.576009e+01 	 -1.091373e+01 
-1.155392e+01 	 4.594765e+01 	 3.851079e+00 
-1.906573e+01 	 4.343670e+01 	 3.273692e+00 
-2.718177e+01 	 3.874260e+01 	 2.260485e+00 
-3.330671e+01 	 3.292802e+01 	 4.306286e-01 
-3.710955e+01 	 2.647737e+01 	 -1.038184e-01 
-4.051047e+01 	 1.684968e+01 	 -3.973225e-02 
-4.113430e+01 	 8.507920e+00 	 -1.109883e+00 
-4.362298e+01 	 8.181160e-01 	 7.592837e-01 
-4.504328e+01 	 -8.250620e+00 	 4.883649e-01 
-4.514514e+01 	 -2.552560e+01 	 3.381848e-01 
-4.362868e+01 	 -3.510106e+01 	 1.903981e+00 
-4.133808e+01 	 -4.217296e+01 	 1.169351e+00 
-3.854704e+01 	 -5.128472e+01 	 1.910987e+00 
-3.513977e+01 	 -5.924673e+01 	 2.256007e+00 
-3.077684e+01 	 -6.616624e+01 	 1.627267e+00 
-2.511252e+01 	 -7.258687e+01 	 2.516271e+00 
-1.889936e+01 	 -7.626456e+01 	 4.759696e+00 
-1.031087e+01 	 -7.914170e+01 	 4.795672e+00 
5.829971e+00 	 4.591874e+01 	 3.013973e+00 
1.442352e+01 	 4.313470e+01 	 3.313395e+00 
2.226911e+01 	 3.962013e+01 	 2.380116e+00 
2.845265e+01 	 3.324493e+01 	 1.692816e+00 
3.230805e+01 	 2.654696e+01 	 1.345003e+00 
3.495318e+01 	 1.904983e+01 	 1.721832e+00 
3.574464e+01 	 1.003324e+01 	 2.878391e+00 
3.938394e+01 	 1.985870e+00 	 1.837672e+00 
4.093453e+01 	 -6.601153e+00 	 2.319759e+00 
4.092185e+01 	 -2.336571e+01 	 5.615690e-01 
3.963417e+01 	 -3.245416e+01 	 1.958171e+00 
3.777388e+01 	 -4.045858e+01 	 2.349644e+00 
3.524873e+01 	 -4.878760e+01 	 2.095340e+00 
3.248078e+01 	 -5.619396e+01 	 2.616183e+00 
2.838690e+01 	 -6.339356e+01 	 2.651879e+00 
2.283100e+01 	 -6.984081e+01 	 4.107766e+00 
1.541863e+01 	 -7.537802e+01 	 5.485623e+00 
7.872501e+00 	 -7.839843e+01 	 5.694766e+00 
-4.064892e+01 	 1.922652e+01 	 9.746725e+00 
-3.985883e+01 	 2.032185e+01 	 1.834007e+01 
-3.723253e+01 	 2.216857e+01 	 2.491784e+01 
-3.292289e+01 	 2.392462e+01 	 3.237820e+01 
-2.647565e+01 	 2.457156e+01 	 3.995776e+01 
-1.996840e+01 	 2.628130e+01 	 4.345328e+01 
-1.247263e+01 	 2.686409e+01 	 4.615133e+01 
5.634062e+00 	 2.731066e+01 	 4.640881e+01 
1.442107e+01 	 2.718951e+01 	 4.400808e+01 
2.231255e+01 	 2.549686e+01 	 4.033815e+01 
2.798778e+01 	 2.463729e+01 	 3.536271e+01 
3.272274e+01 	 2.386099e+01 	 2.681795e+01 
3.508628e+01 	 2.287114e+01 	 1.838808e+01 
3.632458e+01 	 2.050235e+01 	 1.059400e+01 
-3.927362e+01 	 -5.333341e+01 	 1.019195e+01 
-3.914193e+01 	 -5.461315e+01 	 1.805478e+01 
-3.672315e+01 	 -5.728099e+01 	 2.797276e+01 
-3.267290e+01 	 -5.874468e+01 	 3.596060e+01 
-2.692695e+01 	 -5.955028e+01 	 4.269312e+01 
-1.939752e+01 	 -6.159642e+01 	 4.712440e+01 
-1.145759e+01 	 -6.251065e+01 	 4.985702e+01 
6.777033e+00 	 -6.260102e+01 	 4.992815e+01 
1.514854e+01 	 -6.059327e+01 	 4.931430e+01 
2.218680e+01 	 -5.893874e+01 	 4.423285e+01 
2.876143e+01 	 -5.743444e+01 	 3.742008e+01 
3.390603e+01 	 -5.497364e+01 	 2.924936e+01 
3.459573e+01 	 -5.429030e+01 	 2.096151e+01 
3.689510e+01 	 -5.096783e+01 	 1.304393e+01 
-3.245764e+01 	 3.415023e+01 	 5.835331e+00 
-3.149398e+01 	 3.593081e+01 	 1.130640e+01 
-2.788580e+01 	 3.805396e+01 	 1.709848e+01 
-2.507549e+01 	 3.909280e+01 	 2.071012e+01 
-1.983542e+01 	 4.039725e+01 	 2.529544e+01 
-1.348938e+01 	 4.128054e+01 	 2.761103e+01 
-8.552516e+00 	 4.207245e+01 	 2.774130e+01 
2.834495e+00 	 4.137926e+01 	 3.012860e+01 
9.744543e+00 	 4.172918e+01 	 2.783686e+01 
1.442813e+01 	 4.120188e+01 	 2.566246e+01 
1.986442e+01 	 4.035133e+01 	 2.288372e+01 
2.366275e+01 	 3.941868e+01 	 1.730723e+01 
2.609314e+01 	 3.793448e+01 	 1.281459e+01 
2.778609e+01 	 3.635356e+01 	 7.347679e+00 
-3.011379e+01 	 -6.736653e+01 	 6.436468e+00 
-2.808903e+01 	 -6.935350e+01 	 1.257669e+01 
-2.562390e+01 	 -7.091176e+01 	 1.557639e+01 
-2.241749e+01 	 -7.189438e+01 	 2.180112e+01 
-1.811951e+01 	 -7.339391e+01 	 2.413893e+01 
-1.286165e+01 	 -7.432841e+01 	 2.729581e+01 
-7.653946e+00 	 -7.496644e+01 	 2.803373e+01 
3.010235e+00 	 -7.433503e+01 	 2.815460e+01 
9.225227e+00 	 -7.398443e+01 	 2.827275e+01 
1.432598e+01 	 -7.287643e+01 	 2.596496e+01 
1.885007e+01 	 -7.154559e+01 	 2.288576e+01 
2.303298e+01 	 -6.972107e+01 	 1.951753e+01 
2.500303e+01 	 -6.825189e+01 	 1.505620e+01 
2.667570e+01 	 -6.656597e+01 	 9.114475e+00 
-4.473985e+01 	 6.737419e-01 	 1.087152e+01 
-4.387930e+01 	 2.901225e+00 	 1.940292e+01 
-4.249080e+01 	 3.359446e+00 	 2.994766e+01 
-3.843525e+01 	 5.453150e+00 	 3.937317e+01 
-3.173946e+01 	 6.101779e+00 	 4.715694e+01 
-2.337713e+01 	 5.463890e+00 	 5.423065e+01 
-1.358859e+01 	 6.718426e+00 	 5.803031e+01 
6.366169e+00 	 6.859089e+00 	 5.866955e+01 
1.507971e+01 	 7.138684e+00 	 5.624389e+01 
2.517781e+01 	 5.867029e+00 	 5.038841e+01 
3.270769e+01 	 6.885774e+00 	 4.197176e+01 
3.689081e+01 	 5.882359e+00 	 3.294520e+01 
3.913570e+01 	 4.804809e+00 	 2.276421e+01 
3.987144e+01 	 3.690832e+00 	 1.267934e+01 
-4.486079e+01 	 -3.615026e+01 	 1.059208e+01 
-4.530136e+01 	 -3.814238e+01 	 2.263298e+01 
-4.350370e+01 	 -4.018115e+01 	 3.319782e+01 
-4.012060e+01 	 -3.961394e+01 	 4.281262e+01 
-3.230929e+01 	 -4.136572e+01 	 5.127569e+01 
-2.392140e+01 	 -4.265881e+01 	 5.770607e+01 
-1.316971e+01 	 -4.217662e+01 	 6.245549e+01 
8.829968e+00 	 -4.179500e+01 	 6.261906e+01 
1.876484e+01 	 -4.206454e+01 	 5.931331e+01 
2.823738e+01 	 -3.878426e+01 	 5.289689e+01 
3.493763e+01 	 -3.816028e+01 	 4.553793e+01 
4.026702e+01 	 -3.586423e+01 	 3.474480e+01 
4.156896e+01 	 -3.520796e+01 	 2.454880e+01 
4.088452e+01 	 -3.471967e+01 	 1.371097e+01 
-4.600931e+01 	 -8.206121e+00 	 1.009168e+01 
-4.561805e+01 	 -8.701911e+00 	 2.153822e+01 
-4.402124e+01 	 -8.433501e+00 	 3.301333e+01 
-4.027546e+01 	 -8.022401e+00 	 4.201385e+01 
-3.360290e+01 	 -7.416632e+00 	 5.094122e+01 
-2.471315e+01 	 -5.503776e+00 	 5.737464e+01 
-1.542180e+01 	 -5.005488e+00 	 6.137177e+01 
6.656858e+00 	 -4.479224e+00 	 6.215366e+01 
1.683814e+01 	 -4.460308e+00 	 5.922576e+01 
2.722911e+01 	 -5.003561e+00 	 5.261544e+01 
3.381435e+01 	 -3.849706e+00 	 4.544649e+01 
3.857217e+01 	 -5.119027e+00 	 3.535010e+01 
4.116195e+01 	 -6.913262e+00 	 2.431223e+01 
4.171080e+01 	 -6.397114e+00 	 1.293205e+01 
-4.591752e+01 	 -2.736387e+01 	 1.073882e+01 
-4.677516e+01 	 -2.907826e+01 	 2.283265e+01 
-4.575334e+01 	 -2.951303e+01 	 3.341241e+01 
-4.141884e+01 	 -2.910138e+01 	 4.408667e+01 
